Start computing the 1th graph now

Nodes	Edges	Alpha	Max_Dep	Average_Dep	Max_Deg	Min_Deg	Avg_Deg	Graph_Time	Analysis_time	Diameter
100	161	1.1034	5	1.45	12	1	3.22	264178	23038
200	322	1.0899	9	1.47	21	1	3.22	885072	25343
300	506	1.0917	8	1.5333	18	1	3.3733	1733667	30718
400	656	1.0826	6	1.5175	27	1	3.28	2880613	41086
500	929	1.0997	7	1.606	23	1	3.716	4640007	51454
600	965	1.0743	6	1.4633	22	1	3.2167	8302019	70268
700	1218	1.0845	6	1.5257	27	1	3.48	10666180	77564
800	1470	1.091	8	1.5988	22	1	3.675	13827483	87547
900	1671	1.091	7	1.5967	27	1	3.7133	16819450	90236
1000	1716	1.0782	8	1.513	24	1	3.432	21504767	11062448
1100	1869	1.0757	10	1.5127	30	1	3.3982	28040098	280305
1200	2198	1.0854	10	1.5658	35	1	3.6633	38679017	510692
1300	2281	1.0784	7	1.5323	29	1	3.5092	55524196	2569974
1400	2497	1.0799	8	1.56	33	1	3.5671	63937570	958797
1500	2731	1.0819	10	1.5673	37	1	3.6413	70106584	539875
1600	2953	1.0831	11	1.5738	42	1	3.6913	77006311	330222
1700	3208	1.0854	9	1.6047	35	1	3.7741	84134121	247667
1800	3129	1.0738	9	1.53	33	1	3.4767	128026812	454248
1900	3441	1.0787	9	1.5711	25	1	3.6221	135181501	336750
2000	3638	1.0787	8	1.577	31	1	3.638	143085718	440808
2100	3837	1.0788	9	1.5629	40	1	3.6543	150423949	781014
2200	4061	1.0796	8	1.5773	43	1	3.6918	158588120	40773627
2300	4116	1.0752	8	1.5626	31	1	3.5791	166689319	450024
2400	4069	1.0678	11	1.5029	31	1	3.3908	177770198	21368456
2500	4430	1.0731	7	1.552	38	1	3.544	188888707	983372
2600	4635	1.0735	8	1.5508	35	1	3.5654	206440792	599392
2700	4684	1.0697	8	1.5422	41	1	3.4696	216179279	534500
2800	5162	1.0771	14	1.5832	61	1	3.6871	227012876	660828
2900	5243	1.0743	9	1.5762	32	1	3.6159	239787873	749528
3000	5441	1.0744	8	1.57	33	1	3.6273	255048369	1937944
3100	5527	1.0719	9	1.5745	44	1	3.5658	285242977	1265597
3200	5779	1.0732	9	1.5825	39	1	3.6119	300519599	735705
3300	5946	1.0727	11	1.5645	40	1	3.6036	313619826	705370
3400	6050	1.0709	8	1.5509	33	1	3.5588	374212552	955341
3500	6157	1.0692	11	1.5554	31	1	3.5183	390632666	784854
3600	6426	1.0708	9	1.5572	32	1	3.57	441650096	1065159
3700	6636	1.0711	8	1.5697	53	1	3.587	467850934	1941400
3800	6808	1.0707	10	1.5682	28	1	3.5832	500488035	991435
3900	7120	1.0728	10	1.581	35	1	3.6513	529361370	858962
4000	7236	1.0715	9	1.58	39	1	3.618	546402378	1001034
4100	7415	1.0712	8	1.582	33	1	3.6171	577309653	1024841
4200	7336	1.0668	8	1.5393	40	1	3.4933	592737179	1039432
4300	7891	1.0726	10	1.5947	35	1	3.6702	613314254	2146061
4400	7875	1.0694	9	1.5525	41	1	3.5795	630066126	958797
4500	8217	1.0716	8	1.5787	45	1	3.652	648470645	1529774
4600	8455	1.0722	10	1.5865	40	1	3.6761	667819370	1100869
4700	8074	1.064	8	1.5217	36	1	3.4357	707532445	1076679
4800	8609	1.0689	9	1.5571	32	1	3.5871	774659733	1290171
4900	8930	1.0706	10	1.5798	47	1	3.6449	795480635	43799001
5000	8718	1.0653	9	1.5358	35	1	3.4872	817013435	1567788
5100	8921	1.0655	8	1.5351	32	1	3.4984	876125152	1657639
5200	9732	1.0733	9	1.6113	46	1	3.7431	945664983	1292859
5300	9629	1.0696	10	1.5874	48	1	3.6336	999841413	5880645
5400	9762	1.0689	9	1.5691	41	1	3.6156	1100256264	1795104
5500	9840	1.0675	10	1.5624	43	1	3.5782	1132972081	1472945
5600	9998	1.0672	9	1.5468	39	1	3.5707	1163140579	2012052
5700	10251	1.0679	10	1.5618	34	1	3.5968	1239650405	1499056
5800	10508	1.0686	10	1.5738	39	1	3.6234	1298195753	1470641
5900	10609	1.0676	11	1.5649	51	1	3.5963	1328887615	1554732
6000	10918	1.0688	10	1.5785	59	1	3.6393	1357205332	1510960
6100	11063	1.0683	9	1.5687	42	1	3.6272	1380645742	2061970
6200	11459	1.0703	11	1.5913	47	1	3.6965	1414035443	1431476
6300	11382	1.0676	8	1.5775	35	1	3.6133	1445519838	2067729
6400	11342	1.0653	10	1.5427	37	1	3.5444	1475082416	3148631
6500	11764	1.0676	9	1.5671	34	1	3.6197	1511613453	1803551
6600	12016	1.0681	9	1.5735	58	1	3.6412	1537928717	1723300
6700	12113	1.0672	10	1.5624	60	1	3.6158	1571327250	1737123
6800	12383	1.0679	10	1.5778	55	1	3.6421	1604955018	1917210
6900	12383	1.0662	9	1.5612	42	1	3.5893	1640704658	2059281
7000	12439	1.0649	9	1.5536	46	1	3.554	1679513462	3006559
7100	13040	1.0686	9	1.5793	40	1	3.6732	1711122267	1873052
7200	12986	1.0664	10	1.5639	45	1	3.6072	1750934793	8615731
7300	12922	1.0642	10	1.5488	48	1	3.5403	1819119560	2307333
7400	13452	1.0671	14	1.5793	45	1	3.6357	1855184063	1919513
7500	13631	1.067	10	1.5752	40	1	3.6349	1899813227	2192139
7600	13607	1.0652	11	1.5603	37	1	3.5808	1981314786	2512762
7700	13698	1.0644	11	1.5496	41	1	3.5579	2093293178	4496016
7800	13644	1.0624	8	1.5394	36	1	3.4985	2151972150	2592630
7900	14107	1.0646	8	1.5619	39	1	3.5714	2225598675	4712964
8000	14594	1.0669	10	1.5718	54	1	3.6485	2313200900	2175628
8100	14377	1.0638	10	1.5454	50	1	3.5499	2354694488	2147598
8200	14724	1.065	12	1.5623	52	1	3.5912	2450981561	2349954
8300	15016	1.0657	11	1.5666	38	1	3.6183	2550881112	5296613
8400	15064	1.0646	9	1.5685	40	1	3.5867	2634996803	12463205
8500	15173	1.064	11	1.5608	38	1	3.5701	2692591033	2224777
8600	15400	1.0643	10	1.5642	39	1	3.5814	2754817976	2237448
8700	15744	1.0654	9	1.5762	47	1	3.6193	2816545745	2375681
8800	15986	1.0657	12	1.5724	53	1	3.6332	2866767570	2508922
8900	15753	1.0628	10	1.5534	56	1	3.54	2953869853	2690160
9000	16278	1.0651	12	1.5707	57	1	3.6173	3047260568	2971617
9100	16159	1.063	10	1.553	38	1	3.5514	3136085383	43721053
9200	16741	1.0656	9	1.5752	42	1	3.6393	3227505516	5596116
9300	16705	1.0641	12	1.5634	48	1	3.5925	3315181849	2953570
9400	16752	1.0632	10	1.5533	60	1	3.5643	3358581895	2600309
9500	16938	1.0631	9	1.5558	46	1	3.5659	3445283304	2630259
9600	17279	1.0641	10	1.557	38	1	3.5998	3498929841	2835305
9700	17373	1.0635	11	1.567	47	1	3.5821	3537667224	21592701
9800	17520	1.0632	9	1.559	44	1	3.5755	3638593920	4594699
9900	17663	1.0629	10	1.5585	47	1	3.5683	3709386293	2727790
10000	18001	1.0638	11	1.5622	57	1	3.6002	3790690487	3118297
Done in 3790690487 ns
Start computing the 2th graph now

Nodes	Edges	Alpha	Max_Dep	Average_Dep	Max_Deg	Min_Deg	Avg_Deg	Graph_Time	Analysis_time	Diameter
100	152	1.0909	5	1.35	14	1	3.04	240371	23423
200	366	1.1141	5	1.55	20	1	3.66	851282	19967
300	531	1.1001	5	1.5467	22	1	3.54	1711396	26110
400	792	1.114	7	1.6425	33	1	3.96	3201620	47230
500	922	1.0985	8	1.6	29	1	3.688	5015155	111354
600	1003	1.0803	7	1.48	30	1	3.3433	7042183	126714
700	1283	1.0925	7	1.6086	30	1	3.6657	10474576	95610
800	1371	1.0806	9	1.49	32	1	3.4275	12941644	77948
900	1545	1.0794	7	1.5056	32	1	3.4333	15720119	100987
1000	1757	1.0816	6	1.552	20	1	3.514	18718998	113274
1100	1903	1.0783	7	1.5073	29	1	3.46	23096363	175479
1200	2204	1.0857	7	1.5825	42	1	3.6733	27626553	161271
1300	2278	1.0782	7	1.5492	32	1	3.5046	50883421	244979
1400	2481	1.079	8	1.5557	30	1	3.5443	55847124	213108
1500	2696	1.0802	8	1.55	36	1	3.5947	60907590	217333
1600	2773	1.0745	12	1.5263	42	1	3.4663	67041662	330990
1700	3104	1.0809	11	1.5776	39	1	3.6518	94608699	359405
1800	3290	1.0805	10	1.5744	33	1	3.6556	101593669	276081
1900	3438	1.0786	9	1.5658	35	1	3.6189	114480019	347118
2000	3618	1.078	9	1.5625	31	1	3.618	122803541	648926
2100	3851	1.0793	9	1.5857	42	1	3.6676	130345282	344813
2200	3991	1.0774	9	1.5818	42	1	3.6282	138362005	418922
2300	4167	1.0768	9	1.5783	31	1	3.6235	146525024	413162
2400	4242	1.0732	7	1.5517	32	1	3.535	154676524	719961
2500	4443	1.0735	9	1.5472	42	1	3.5544	168305491	582881
2600	4689	1.075	11	1.5708	34	1	3.6069	211970099	1757473
2700	4930	1.0762	9	1.58	32	1	3.6519	232776410	572513
2800	5067	1.0747	11	1.5689	48	1	3.6193	242929211	563298
2900	5089	1.0705	10	1.5372	41	1	3.5097	303263519	1446834
3000	5350	1.0723	9	1.556	36	1	3.5667	318761698	648541
3100	5608	1.0737	9	1.5594	38	1	3.6181	331740971	599392
3200	5771	1.0731	11	1.5709	32	1	3.6069	367934491	613599
3300	5894	1.0716	9	1.5636	42	1	3.5721	379998742	644317
3400	6238	1.0746	10	1.5862	41	1	3.6694	393991338	10621639
3500	6303	1.0721	9	1.5711	44	1	3.6017	407417948	807125
3600	6318	1.0687	10	1.5422	40	1	3.51	420340393	799445
3700	6670	1.0717	10	1.5665	40	1	3.6054	435254155	867026
3800	6848	1.0715	10	1.5708	40	1	3.6042	449805057	1308218
3900	6961	1.0701	10	1.5549	45	1	3.5697	470892440	1138883
4000	7258	1.0718	8	1.578	37	1	3.629	520444221	1213375
4100	7411	1.0712	10	1.5759	40	1	3.6151	567330416	1196096
4200	7564	1.0705	9	1.5648	37	1	3.6019	639593430	1253309
4300	7729	1.0701	8	1.5705	32	1	3.5949	672952797	727257
4400	8012	1.0714	12	1.5809	36	1	3.6418	697467197	1067079
4500	8023	1.0687	11	1.5587	53	1	3.5658	713846993	31800794
4600	8259	1.0694	9	1.5583	34	1	3.5909	770874470	1151170
4700	8542	1.0707	9	1.5789	48	1	3.6349	798075190	11919107
4800	8622	1.0691	10	1.5621	50	1	3.5925	815523217	1165378
4900	8588	1.066	8	1.5457	41	1	3.5053	872340657	1572396
5000	9047	1.0696	12	1.5674	46	1	3.6188	976944340	1222975
5100	9177	1.0688	11	1.5637	43	1	3.5988	1047974780	2621043
5200	9352	1.0686	9	1.5727	38	1	3.5969	1149741239	1302459
5300	9768	1.0713	10	1.5858	35	1	3.686	1170911178	2626420
5400	9693	1.0681	10	1.5631	44	1	3.59	1217229852	1289403
5500	9792	1.067	9	1.5505	45	1	3.5607	1253276307	37530536
5600	10088	1.0682	14	1.5634	43	1	3.6029	1351461390	5033587
5700	9938	1.0643	8	1.534	39	1	3.487	1377093554	1418420
5800	10481	1.0683	10	1.5772	37	1	3.6141	1456758923	1712549
5900	10492	1.0663	10	1.5581	36	1	3.5566	1480649356	1512112
6000	10713	1.0666	9	1.5608	43	1	3.571	1528243610	23816710
6100	10861	1.0662	10	1.5593	43	1	3.561	1557238283	2309636
6200	11191	1.0676	8	1.5581	41	1	3.61	1653783389	3552962
6300	11639	1.0702	9	1.586	39	1	3.6949	1691080465	1576236
6400	11769	1.0695	10	1.5891	50	1	3.6778	1717872631	1573164
6500	11765	1.0676	9	1.5749	34	1	3.62	1759909166	4026793
6600	11844	1.0665	8	1.5665	35	1	3.5891	1787231224	1688358
6700	12016	1.0663	10	1.5537	48	1	3.5869	1849984218	1749411
6800	12350	1.0676	9	1.5775	46	1	3.6324	1914462816	1757474
6900	12604	1.0682	12	1.582	61	1	3.6533	1952547434	1856925
7000	12532	1.0658	9	1.5621	42	1	3.5806	1980258847	4522510
7100	12659	1.0652	10	1.5579	37	1	3.5659	2050444916	1877659
7200	12938	1.066	9	1.5632	43	1	3.5939	2120172129	1888795
7300	13459	1.0688	11	1.5923	47	1	3.6874	2181285148	2100751
7400	13337	1.0661	10	1.5659	38	1	3.6046	2259522114	1945240
7500	13629	1.0669	10	1.5655	49	1	3.6344	2338977831	2010132
7600	14026	1.0686	14	1.5843	47	1	3.6911	2387296654	2041234
7700	13623	1.0638	10	1.5468	43	1	3.5384	2418914290	2538872
7800	13936	1.0648	12	1.5556	39	1	3.5733	2502735853	2102288
7900	14141	1.0649	9	1.5568	51	1	3.58	2582365896	2184459
8000	14522	1.0663	11	1.5758	49	1	3.6305	2692291919	582496
8100	14407	1.064	10	1.5521	38	1	3.5573	2726143548	5816521
8200	14822	1.0657	16	1.5684	58	1	3.6151	2846634381	5613780
8300	14720	1.0635	8	1.5451	39	1	3.547	3023097515	2715119
8400	15326	1.0665	10	1.5758	48	1	3.649	3105835104	2504314
8500	15237	1.0645	8	1.5686	40	1	3.5852	3152998532	2462844
8600	15234	1.0631	9	1.5508	48	1	3.5428	3217939826	3056092
8700	15807	1.0658	15	1.5755	59	1	3.6338	3301130127	3791797
8800	15615	1.0631	12	1.5499	44	1	3.5489	3366172407	3054940
8900	15767	1.0629	11	1.5511	48	1	3.5431	3452233722	53202658
