Start computing the 1th graph now

Nodes	Edges	Alpha	Max_Dep	Average_Dep	Max_Deg	Min_Deg	Avg_Deg	Graph_Time	Analysis_time	Diameter
100	155	1.0952	5	1.45	12	1	3.1	247283	23807
200	307	1.0809	4	1.425	17	1	3.07	1040584	30719
300	455	1.073	6	1.3933	16	1	3.0333	1827358	31103
400	613	1.0713	5	1.4275	19	1	3.065	13578281	75644
500	779	1.0713	6	1.426	18	1	3.116	21590780	130937
600	898	1.063	5	1.3917	19	1	2.9933	23767560	211188
700	998	1.0541	6	1.3271	23	1	2.8514	53335130	95995
800	1253	1.0671	7	1.4525	25	1	3.1325	55615200	88316
900	1339	1.0584	7	1.3878	22	1	2.9756	59155491	128633
1000	1521	1.0607	7	1.394	22	1	3.042	61802261	110586
1100	1736	1.0652	6	1.4436	24	1	3.1564	71682821	417769
1200	1866	1.0623	8	1.4392	26	1	3.11	75106382	159735
1300	1981	1.0587	6	1.4108	24	1	3.0477	79028732	4285595
1400	2286	1.0677	7	1.4636	44	1	3.2657	84068846	435048
1500	2401	1.0643	6	1.4593	30	1	3.2013	92145086	1549357
1600	2556	1.0635	7	1.465	31	1	3.195	110557285	1596587
1700	2690	1.0617	8	1.4435	26	1	3.1647	116789655	241139
1800	2840	1.0608	7	1.4494	25	1	3.1556	122646878	456935
1900	2937	1.0577	7	1.4295	28	1	3.0916	127830985	291824
2000	3128	1.0588	6	1.434	32	1	3.128	133638291	371692
2100	3267	1.0578	6	1.4271	24	1	3.1114	158062840	537571
2200	3556	1.0624	7	1.4677	30	1	3.2327	165949394	429289
2300	3625	1.0588	9	1.4483	31	1	3.1522	172973914	433129
2400	3752	1.0574	8	1.4421	27	1	3.1267	192705082	461159
2500	3870	1.0558	7	1.4292	28	1	3.096	203716077	642781
2600	4044	1.0562	7	1.4254	34	1	3.1108	211764286	1050568
2700	4185	1.0555	7	1.4267	30	1	3.1	219529502	719194
2800	4377	1.0563	8	1.4311	23	1	3.1264	228439362	691931
2900	4517	1.0556	8	1.4383	25	1	3.1152	238903186	654685
3000	4708	1.0563	8	1.439	31	1	3.1387	248675080	639710
3100	4782	1.0539	8	1.4281	32	1	3.0852	267335329	853202
3200	4968	1.0545	7	1.4288	24	1	3.105	288511796	2202122
3300	5052	1.0526	8	1.4136	25	1	3.0618	301231883	736088
3400	5244	1.0533	8	1.4238	29	1	3.0847	314232276	911568
3500	5430	1.0538	8	1.4289	31	1	3.1029	345687489	1088198
3600	5661	1.0553	8	1.4392	30	1	3.145	359721170	846674
3700	5698	1.0526	7	1.4165	24	1	3.08	371922885	1459890
3800	6013	1.0557	10	1.4482	35	1	3.1647	385688164	1314362
3900	6123	1.0546	9	1.4308	28	1	3.14	400207963	3289168
4000	6275	1.0543	9	1.4363	36	1	3.1375	425748356	4985973
4100	6445	1.0544	8	1.4361	30	1	3.1439	455510988	1234878
4200	6661	1.0553	6	1.4564	25	1	3.1719	476290420	2109967
4300	6672	1.0525	7	1.4274	38	1	3.1033	510702659	5812681
4400	6808	1.052	8	1.4259	27	1	3.0945	533823214	1608106
4500	7033	1.0531	8	1.4333	26	1	3.1258	548530011	1345848
4600	7300	1.0548	7	1.4396	35	1	3.1739	564760823	1795872
4700	7208	1.0506	7	1.4191	23	1	3.0672	597487392	1166530
4800	7664	1.0552	9	1.4488	39	1	3.1933	613558085	1333945
4900	7589	1.0515	7	1.4239	33	1	3.0976	637983402	1359671
5000	7940	1.0543	7	1.4522	33	1	3.176	775597415	1294395
5100	7977	1.0524	7	1.4422	29	1	3.1282	791350172	1214143
5200	8096	1.0517	7	1.4244	29	1	3.1138	807245770	1193409
5300	8160	1.0503	8	1.4228	26	1	3.0792	822679056	1227582
5400	8312	1.0502	9	1.4309	38	1	3.0785	839492364	11495577
5500	8520	1.0508	8	1.4264	29	1	3.0982	899788274	2215945
5600	8668	1.0506	9	1.4164	30	1	3.0957	919358555	2168716
5700	8758	1.0497	6	1.4144	29	1	3.073	978713332	1739043
5800	9121	1.0522	8	1.4436	30	1	3.1452	1032888226	5852615
5900	9229	1.0515	7	1.4358	25	1	3.1285	1058422476	1671847
6000	9378	1.0513	9	1.4333	25	1	3.126	1103323497	2000149
6100	9460	1.0503	7	1.429	34	1	3.1016	1127482717	1810079
6200	9784	1.0522	9	1.4424	29	1	3.1561	1171098176	1723299
6300	9868	1.0513	8	1.4367	38	1	3.1327	1202773409	5662161
6400	9958	1.0504	9	1.433	36	1	3.1119	1228950824	1223742
6500	10115	1.0504	9	1.4337	40	1	3.1123	1255372834	2434046
6600	10317	1.0508	7	1.4388	36	1	3.1264	1315787778	1745571
6700	10215	1.0479	7	1.4146	24	1	3.0493	1337037201	1854621
6800	10738	1.0518	7	1.4416	28	1	3.1582	1380649971	2879078
6900	10572	1.0483	7	1.4161	30	1	3.0643	1463986952	2500858
7000	10797	1.0489	9	1.43	39	1	3.0849	1495497842	8351937
7100	10973	1.0491	8	1.4224	38	1	3.091	1549925393	4091301
7200	11242	1.0502	10	1.4315	28	1	3.1228	1650676611	2963553
7300	11551	1.0516	9	1.4415	39	1	3.1647	1697148492	27975975
7400	11605	1.0505	9	1.4347	30	1	3.1365	1748742659	2672113
7500	11846	1.0512	8	1.4423	49	1	3.1589	1813255431	2452861
7600	11879	1.05	8	1.4325	47	1	3.1261	1855942811	2379905
7700	12039	1.0499	9	1.4353	31	1	3.127	1905323721	2175244
7800	12307	1.0509	8	1.4474	31	1	3.1556	1939448743	3289936
7900	12541	1.0515	8	1.4462	37	1	3.1749	1972200271	2184843
8000	12610	1.0506	8	1.4376	35	1	3.1525	2002276230	2290821
8100	12516	1.0484	7	1.4232	29	1	3.0904	2041119591	2467452
8200	13009	1.0512	7	1.4516	32	1	3.1729	2068836764	2291973
8300	12917	1.049	9	1.4299	33	1	3.1125	2156104927	2489339
8400	13193	1.05	10	1.4369	33	1	3.1412	2183848211	2906724
8500	13350	1.0499	10	1.4351	41	1	3.1412	2316543831	2551927
8600	13514	1.0499	7	1.4408	35	1	3.1428	2354856149	5244391
8700	13574	1.049	11	1.4303	32	1	3.1205	2394259353	2891749
8800	13777	1.0494	7	1.436	36	1	3.1311	2441041490	2461693
8900	14104	1.0506	8	1.4446	34	1	3.1694	2526504565	4665351
9000	14226	1.0503	8	1.4407	33	1	3.1613	2590328862	2619124
9100	14313	1.0497	10	1.4368	37	1	3.1457	2685250888	15124183
9200	14424	1.0493	9	1.4398	33	1	3.1357	2750876817	3211221
9300	14686	1.05	8	1.4427	31	1	3.1583	2810768013	2787307
9400	14630	1.0484	12	1.4337	33	1	3.1128	2866291059	2940131
9500	14838	1.0487	8	1.4311	30	1	3.1238	2925809410	2152973
9600	14978	1.0485	9	1.4354	36	1	3.1204	3005425246	4536334
9700	14911	1.0468	9	1.4246	33	1	3.0744	3068930073	6537635
9800	15402	1.0492	9	1.443	41	1	3.1433	3105658860	2671729
9900	15499	1.0487	9	1.4368	36	1	3.1311	3190523311	34586565
10000	15543	1.0479	8	1.4304	37	1	3.1086	3263463664	3646269
Done in 3263463664 ns
Start computing the 2th graph now

