Start computing the 1th graph now

Nodes;Edges;Alpha;Max_Dep;Average_Dep;Max_Deg;Min_Deg;Avg_Deg;Graph_Time;Analysis_time;Diameter
10;19;1.2788;4;1.6;7;1;3.8;28798;6912
20;44;1.2632;6;1.85;11;1;4.4;61053;3839
30;84;1.3027;6;2.0333;15;1;5.6;118650;4608
40;174;1.3985;7;2.275;28;1;8.7;288754;6144
50;218;1.3764;7;2.22;30;1;8.72;421612;7296
60;264;1.3619;7;2.2667;32;1;8.8;599395;8064
70;329;1.3643;8;2.3143;34;1;9.4;794457;7680
80;359;1.3426;8;2.325;37;1;8.975;1175750;13055
90;390;1.3259;8;2.2444;38;1;8.6667;1252546;9216
100;403;1.3027;8;2.15;38;1;8.06;1275585;9600
110;500;1.3221;12;2.2545;50;1;9.0909;1629232;30718
120;575;1.3273;12;2.3583;53;1;9.5833;1924897;29951
130;624;1.3223;12;2.3538;55;1;9.6;2110360;12287
140;662;1.3144;12;2.3429;57;1;9.4571;2219410;12288
150;731;1.3161;13;2.38;58;1;9.7467;2519683;13056
160;803;1.3179;13;2.425;60;1;10.0375;2796534;13823
170;949;1.3348;16;2.5529;73;1;11.1647;3613261;14975
180;1038;1.3374;22;2.65;76;1;11.5333;4046775;14976
190;1054;1.3265;22;2.5895;77;1;11.0947;4084405;14975
200;1075;1.3174;22;2.535;78;1;10.75;4156977;16128
210;1252;1.3339;22;2.6857;81;1;11.9238;5307384;19583
220;1314;1.3314;22;2.7;83;1;11.9455;5755874;28799
230;1437;1.3369;22;2.7348;85;1;12.4957;6723122;24575
240;1566;1.3422;22;2.7333;102;1;13.05;7786366;20351
250;1634;1.34;22;2.76;104;1;13.072;8188778;19583
260;1653;1.3326;22;2.7154;104;1;12.7154;8254054;19967
270;1782;1.3371;22;2.7185;107;1;13.2;9964305;42622
280;1826;1.3328;22;2.7214;109;1;13.0429;10132105;24574
290;1873;1.329;22;2.7034;110;1;12.9172;10458873;27646
300;1993;1.332;22;2.75;113;1;13.2867;12526610;57981
310;2054;1.3296;22;2.7548;116;1;13.2516;12937853;29183
320;2128;1.3285;22;2.775;118;1;13.3;13438948;31871
330;2276;1.333;22;2.7939;120;1;13.7939;15053588;56445
340;2343;1.3311;22;2.7912;121;1;13.7824;15585018;45693
350;2396;1.3284;22;2.7943;122;1;13.6914;15980518;34175
360;2421;1.3238;22;2.7722;122;1;13.45;16079201;30335
370;2514;1.324;22;2.7946;124;1;13.5892;16813757;44158
380;2559;1.3211;22;2.7895;125;1;13.4684;17058737;28031
390;2596;1.3177;22;2.7795;125;1;13.3128;17164716;29567
400;2728;1.3204;22;2.785;127;1;13.64;19413692;110587
410;2838;1.3216;22;2.7902;129;1;13.8439;20853621;60285
420;2858;1.3175;22;2.7595;130;1;13.6095;20931569;292209
430;2877;1.3135;22;2.7326;130;1;13.3814;20984175;33790
440;2887;1.3091;22;2.6932;130;1;13.1227;21005294;35327
450;3065;1.314;22;2.7089;158;1;13.6222;25288986;98299
460;3378;1.3252;22;2.7761;161;1;14.687;31579362;94075
470;3540;1.3282;22;2.7936;163;1;15.0638;35448354;107131
480;3733;1.3322;22;2.8229;164;1;15.5542;42293966;142073
490;3901;1.3349;22;2.8265;165;1;15.9224;45565484;86779
500;3915;1.3311;22;2.796;165;1;15.66;45600810;38015
510;4083;1.3337;22;2.8176;166;1;16.0118;48839305;105595
520;4378;1.3407;22;2.875;169;1;16.8385;55093586;133241
530;4469;1.3399;22;2.866;170;1;16.8642;56806141;62204
540;4496;1.3369;22;2.8537;170;1;16.6519;56941687;37246
550;4646;1.3382;22;2.8745;172;1;16.8945;69732092;119418
560;4912;1.3432;22;2.9393;175;1;17.5429;76962453;116730
570;4967;1.3412;22;2.9351;175;1;17.4281;77508474;76028
580;4980;1.3379;22;2.9069;176;1;17.1724;77572215;44158
590;5046;1.3364;22;2.9169;176;1;17.1051;78150875;64125
600;5290;1.3403;23;2.9483;201;1;17.6333;84251180;120570
610;5316;1.3376;23;2.9311;201;1;17.4295;84382501;45310
620;5353;1.3353;23;2.9226;201;1;17.2677;88536791;55293
630;5675;1.341;28;2.9778;203;1;18.0159;96959413;53373
640;5708;1.3386;28;2.9578;203;1;17.8375;97169066;40702
650;5767;1.337;28;2.9569;205;1;17.7446;97888646;43006
660;5859;1.3363;28;2.9697;208;1;17.7545;99224900;42238
670;5885;1.3339;28;2.9582;209;1;17.5672;99314368;42622
680;5909;1.3315;28;2.9397;209;1;17.3794;99405756;43006
690;5997;1.3308;28;2.9507;211;1;17.3826;100532356;44542
700;6365;1.337;28;3.0129;215;1;18.1857;109122010;68348
710;6490;1.337;28;3.0437;217;1;18.2817;111232369;62205
720;6734;1.3398;28;3.05;218;1;18.7056;118307217;76412
730;6765;1.3377;28;3.037;218;1;18.5342;118562180;50685
740;6785;1.3354;28;3.0203;218;1;18.3378;118641664;54909
750;6808;1.3332;28;3.004;218;1;18.1547;118747643;71421
760;7139;1.3377;28;3.0447;220;1;18.7868;128299553;84091
770;7409;1.3406;28;3.0779;223;1;19.2442;144740848;72189
780;7425;1.3384;28;3.0564;223;1;19.0385;144769646;52606
790;7477;1.3369;28;3.057;224;1;18.9291;145347154;84859
800;7526;1.3353;28;3.0513;224;1;18.815;146771339;103291
810;7948;1.341;28;3.0938;227;1;19.6247;176819767;96763
820;8131;1.3419;28;3.0939;229;1;19.8317;183636964;93308
830;8221;1.3412;28;3.1;230;1;19.8096;185233173;92539
840;8329;1.3407;28;3.0988;232;1;19.831;188755046;80252
850;8573;1.3426;28;3.1435;233;1;20.1718;195243939;105211
860;8596;1.3407;28;3.1291;233;1;19.9907;195313055;58366
870;8700;1.3402;28;3.1379;234;1;20.0;198702071;140537
880;8909;1.3414;28;3.1693;236;1;20.2477;204489432;106746
890;8933;1.3396;28;3.1539;236;1;20.0742;204595027;61821
900;8971;1.338;28;3.1478;236;1;19.9356;204897988;67197
910;9054;1.3372;28;3.1516;237;1;19.8989;206327549;80636
920;9206;1.3375;28;3.1663;239;1;20.013;210884635;317168
930;9220;1.3356;28;3.1452;239;1;19.828;210942232;69117
940;9568;1.3389;28;3.1713;242;1;20.3574;226287646;117882
950;9872;1.3414;28;3.1968;245;1;20.7832;242603379;117882
960;9924;1.3401;28;3.1906;245;1;20.675;243267282;67580
970;10044;1.3399;28;3.1907;247;1;20.7093;247663479;123258
980;10153;1.3394;28;3.2;248;1;20.7204;250941141;114810
990;10193;1.338;28;3.196;248;1;20.5919;251275972;74876
1000;10237;1.3367;28;3.191;249;1;20.474;251514424;66429
Done in 251514424 ns
Start computing the 2th graph now

Nodes;Edges;Alpha;Max_Dep;Average_Dep;Max_Deg;Min_Deg;Avg_Deg;Graph_Time;Analysis_time;Diameter
10;11;1.0414;2;1.0;5;1;2.2;23423;13439
20;25;1.0745;2;1.15;7;1;2.5;40703;4223
30;56;1.1835;4;1.5333;12;1;3.7333;77565;4992
40;122;1.3023;8;2.025;17;1;6.1;178936;5376
50;172;1.3158;8;2.22;20;1;6.88;264563;5760
60;192;1.2841;8;2.15;21;1;6.4;296434;8063
70;233;1.2831;8;2.1714;22;1;6.6571;377454;7295
80;254;1.2636;8;2.1375;24;1;6.35;405868;7296
90;277;1.2498;8;2.1222;25;1;6.1556;439274;8064
100;316;1.2498;8;2.17;25;1;6.32;503783;8832
110;343;1.2419;8;2.1455;26;1;6.2364;560612;10752
120;362;1.2306;8;2.1;27;1;6.0333;588642;9600
130;431;1.2462;10;2.1538;43;1;6.6308;756058;11135
140;487;1.2523;10;2.2429;45;1;6.9571;881620;11135
150;530;1.2519;10;2.26;45;1;7.0667;956496;11903
160;599;1.2601;10;2.2813;46;1;7.4875;1209156;13055
170;646;1.2599;10;2.2588;48;1;7.6;1307071;12672
180;666;1.2519;10;2.2111;49;1;7.4;1345469;13440
190;680;1.243;10;2.1684;49;1;7.1579;1365820;13824
200;710;1.2391;10;2.165;50;1;7.1;1425721;15360
210;733;1.2338;10;2.1429;50;1;6.981;1475639;16511
220;947;1.2706;11;2.25;86;1;8.6091;2550402;23807
230;1052;1.2796;14;2.3;88;1;9.1478;3117926;29951
240;1077;1.2739;14;2.2958;88;1;8.975;3164387;17664
250;1190;1.2826;14;2.36;89;1;9.52;11840052;55677
260;1294;1.2886;17;2.3885;91;1;9.9538;12563472;51069
270;1369;1.29;17;2.3963;92;1;10.1407;13044984;29567
280;1408;1.2866;17;2.3857;92;1;10.0571;13167090;21119
290;1499;1.2897;17;2.3966;93;1;10.3379;13845584;21503
300;1594;1.2928;17;2.41;94;1;10.6267;14527150;23039
310;1629;1.2892;17;2.4032;95;1;10.5097;14625449;21503
320;1739;1.2935;17;2.4281;97;1;10.8688;15470207;22654
330;1782;1.2908;17;2.4273;98;1;10.8;15654134;23039
340;1799;1.2858;17;2.4;100;1;10.5824;15699060;23423
350;1905;1.2892;17;2.4457;102;1;10.8857;16509260;31102
360;1959;1.2878;17;2.4444;103;1;10.8833;16811837;25342
370;2080;1.292;17;2.4649;104;1;11.2432;18012545;33407
380;2103;1.288;17;2.4474;104;1;11.0684;18062462;27263
390;2116;1.2835;17;2.4179;104;1;10.8513;18092796;28031
400;2219;1.286;17;2.44;106;1;11.095;18993615;54910
410;2292;1.2861;17;2.4561;109;1;11.1805;19495478;43390
420;2367;1.2863;17;2.469;109;1;11.2714;19976222;99835
430;2395;1.2832;17;2.4605;109;1;11.1395;20034588;30334
440;2522;1.2869;30;2.5068;110;1;11.4636;21446869;45310
450;2565;1.2849;30;2.5178;111;1;11.4;21638476;46845
460;2596;1.2822;30;2.5109;111;1;11.287;23071109;36478
470;2607;1.2784;30;2.4809;111;1;11.0936;23087236;32254
480;2728;1.2814;30;2.5021;112;1;11.3667;24467263;44158
490;2926;1.2885;30;2.5612;115;1;11.9429;26844105;34943
500;2988;1.2877;30;2.57;116;1;11.952;27203127;33791
510;3039;1.2863;30;2.5667;116;1;11.9176;27531431;34174
520;3059;1.2833;30;2.5462;116;1;11.7654;27612451;34558
530;3205;1.2869;30;2.5774;125;1;12.0943;29415242;38782
540;3268;1.2862;30;2.5815;126;1;12.1037;29953968;36478
550;3418;1.2895;30;2.6018;127;1;12.4291;31942989;38399
560;3442;1.287;30;2.5911;127;1;12.2929;32007498;36862
570;3560;1.2887;30;2.6088;128;1;12.4912;33646329;40318
580;3649;1.289;30;2.6345;130;1;12.5828;34450385;40702
590;3741;1.2895;30;2.661;130;1;12.6814;35285927;40702
600;3848;1.2905;30;2.6733;131;1;12.8267;36886743;49918
610;3881;1.2885;30;2.6672;131;1;12.7246;37027280;40318
620;3995;1.2898;30;2.6806;134;1;12.8871;38345103;43005
630;4010;1.2871;30;2.6619;134;1;12.7302;38379661;41086
640;4041;1.2852;30;2.6578;134;1;12.6281;38508294;41854
650;4061;1.2829;30;2.6415;134;1;12.4954;38537092;42622
660;4143;1.2829;30;2.6515;134;1;12.5545;39394137;46462
670;4157;1.2805;30;2.6313;134;1;12.409;39417176;43390
680;4183;1.2785;30;2.625;134;1;12.3029;39508948;44158
690;4195;1.2761;30;2.6043;134;1;12.1594;39527379;44158
700;4241;1.275;30;2.6086;135;1;12.1171;39690187;44926
710;4300;1.2743;30;2.6211;137;1;12.1127;40070328;46845
720;4325;1.2725;30;2.6125;137;1;12.0139;40159796;45693
730;4550;1.2775;30;2.6384;173;1;12.4658;43922041;76796
740;4606;1.2768;30;2.6432;173;1;12.4486;44300262;52221
750;4631;1.275;30;2.6347;173;1;12.3493;44413920;48382
760;4986;1.2836;30;2.6684;184;1;13.1211;85390061;114426
770;5132;1.2854;30;2.6857;186;1;13.3299;88145124;105211
780;5159;1.2837;30;2.6744;187;1;13.2282;88279518;61437
790;5394;1.2879;30;2.7063;188;1;13.6557;92724481;94076
800;5541;1.2895;30;2.7125;189;1;13.8525;95868517;81020
810;5559;1.2876;30;2.6975;189;1;13.7259;95931490;54525
820;5786;1.2912;30;2.7317;191;1;14.1122;101099873;106747
830;5807;1.2894;30;2.7193;191;1;13.9928;101188957;57213
840;5907;1.2897;30;2.7369;191;1;14.0643;102467613;68733
850;5925;1.2879;30;2.7224;191;1;13.9412;102504091;56061
860;5964;1.2866;30;2.7163;191;1;13.8698;102870409;84091
870;5999;1.2853;30;2.7103;191;1;13.7908;103000194;57597
880;6057;1.2845;30;2.7091;191;1;13.7659;103684448;59517
890;6271;1.2875;30;2.7067;202;1;14.0921;109255628;84860
900;6316;1.2864;30;2.6989;204;1;14.0356;109647672;60669
910;6464;1.2877;30;2.7033;206;1;14.2066;112631971;77181
920;6540;1.2874;30;2.7065;207;1;14.2174;113415292;64893
930;6563;1.2859;30;2.6978;207;1;14.114;113514743;61437
940;6620;1.2851;30;2.6989;207;1;14.0851;113918691;62204
950;6635;1.2835;30;2.6853;207;1;13.9684;113965537;61437
960;6809;1.2853;30;2.7052;210;1;14.1854;117694376;130553
970;6821;1.2836;30;2.6897;210;1;14.0639;117741222;64509
980;6896;1.2833;30;2.702;210;1;14.0735;118440451;72957
990;7084;1.2853;30;2.7263;212;1;14.3111;121868633;88315
1000;7160;1.285;30;2.727;213;1;14.32;122916133;79868
Done in 122916133 ns
Start computing the 3th graph now

Nodes;Edges;Alpha;Max_Dep;Average_Dep;Max_Deg;Min_Deg;Avg_Deg;Graph_Time;Analysis_time;Diameter
10;22;1.3424;4;1.6;7;1;4.4;126714;8832
20;64;1.3883;8;2.1;13;1;6.4;185463;4992
30;116;1.3976;8;2.3667;16;1;7.7333;405100;6912
40;158;1.3724;8;2.375;20;1;7.9;530278;6912
50;233;1.3934;9;2.48;32;1;9.32;747611;6912
60;280;1.3762;11;2.5;34;1;9.3333;897748;7296
70;343;1.3741;11;2.4857;43;1;9.8;1057868;7680
80;450;1.3942;11;2.6125;48;1;11.25;1410746;8832
90;561;1.4067;11;2.7556;52;1;12.4667;1837733;9215
100;621;1.3965;11;2.85;55;1;12.42;2026268;10367
110;687;1.3897;11;2.8636;58;1;12.4909;2222482;10751
120;807;1.3981;12;2.975;64;1;13.45;2795381;11904
130;920;1.402;12;2.9923;69;1;14.1538;3423190;12287
140;950;1.3875;12;2.9429;69;1;13.5714;3508818;12287
150;1017;1.382;12;2.8733;70;1;13.56;3963451;13439
160;1209;1.3985;16;2.9813;90;1;15.1125;5780065;19967
170;1235;1.3861;16;2.9294;92;1;14.5294;5866077;14207
180;1361;1.3896;16;2.9389;94;1;15.1222;6956199;14975
190;1440;1.386;16;2.9737;97;1;15.1579;10882404;43006
200;1547;1.3861;16;2.955;98;1;15.47;11982893;19199
210;1585;1.378;16;2.9095;100;1;15.0952;12135718;21503
220;1688;1.3778;16;2.9455;104;1;15.3455;13246191;19583
230;1803;1.3786;16;2.9522;106;1;15.6783;14392758;19199
240;1937;1.381;17;2.9708;109;1;16.1417;15630712;19584
250;2022;1.3786;17;2.996;111;1;16.176;16298839;76796
260;2064;1.3726;17;2.9615;113;1;15.8769;16576457;20735
270;2170;1.3723;17;2.9407;114;1;16.0741;17802892;41470
280;2208;1.3665;17;2.9214;115;1;15.7714;18024833;22654
290;2243;1.3608;17;2.8966;115;1;15.469;18196472;21887
300;2318;1.3585;17;2.8767;115;1;15.4533;18908757;32254
310;2487;1.363;19;2.9677;118;1;16.0452;22439078;70268
320;2507;1.3569;19;2.9281;118;1;15.6688;22507426;24191
330;2561;1.3533;19;2.9091;119;1;15.5212;23035016;25726
340;2594;1.3486;19;2.8853;120;1;15.2588;23210879;23807
350;2624;1.3439;19;2.8514;120;1;14.9943;23364088;24191
360;2761;1.3461;24;2.8944;121;1;15.3389;25212572;62205
370;2810;1.3428;24;2.8919;122;1;15.1892;25539724;25343
380;2873;1.3406;24;2.9079;124;1;15.1211;26029300;26111
390;2891;1.3358;24;2.8769;124;1;14.8256;26083441;27647
400;2920;1.3318;24;2.85;124;1;14.6;26259304;28031
410;3136;1.3382;24;2.8659;155;1;15.2976;29403340;47230
420;3155;1.3338;24;2.8405;155;1;15.0238;29442890;29566
430;3198;1.3309;24;2.8395;155;1;14.8744;29655999;33791
440;3217;1.3268;24;2.8159;155;1;14.6227;29684030;30334
450;3379;1.33;24;2.8311;156;1;15.0178;31925326;38015
460;3392;1.3259;24;2.7978;156;1;14.7478;31949901;31870
470;3402;1.3217;24;2.7596;156;1;14.4766;31973323;32255
