Start computing the 1th graph now

Nodes;Edges;Alpha;Max_Dep;Average_Dep;Max_Deg;Min_Deg;Avg_Deg;Graph_Time;Analysis_time;Diameter
10;31;1.4914;3;1.9;9;1;6.2;42238;6144
20;78;1.4543;8;2.3;14;1;7.8;115579;4608
30;201;1.5592;9;3.0;27;2;13.4;377838;8064
40;301;1.5471;9;3.05;31;1;15.05;710366;7295
50;396;1.529;13;3.22;36;1;15.84;1060556;7296
60;498;1.5169;13;3.3167;41;1;16.6;1611185;8831
70;528;1.4756;13;3.1286;41;1;15.0857;1687213;8063
80;589;1.4556;13;3.0;50;1;14.725;1931041;11903
90;789;1.4825;13;3.2333;58;1;17.5333;3419351;15359
100;833;1.4603;13;3.15;61;1;16.66;3590607;11135
110;924;1.4528;13;3.1364;67;1;16.8;4075574;10368
120;1017;1.4464;13;3.1;71;1;16.95;4640794;13440
130;1126;1.4435;13;3.1077;81;1;17.3231;5286266;14975
140;1421;1.469;13;3.2929;102;1;20.3;12793862;31870
150;1478;1.4566;13;3.2733;106;1;19.7067;13191667;15744
160;1577;1.4508;13;3.2063;108;1;19.7125;14247614;22271
170;1679;1.4459;15;3.1941;109;1;19.7529;15153425;21502
180;1706;1.4331;15;3.1167;110;1;18.9556;15272075;16127
190;1944;1.4432;15;3.1842;113;1;20.4632;17774095;24958
200;2077;1.4417;15;3.215;116;1;20.77;19728174;41854
210;2118;1.4322;15;3.1952;118;1;20.1714;19936675;23039
220;2551;1.4544;18;3.3727;123;1;23.1909;26364900;61053
230;2839;1.4621;18;3.4435;130;1;24.687;32720168;42238
240;2871;1.4528;18;3.4042;131;1;23.925;32938269;21887
250;3015;1.4509;18;3.424;133;1;24.12;35212204;37246
260;3156;1.4489;18;3.4577;134;1;24.2769;38829305;100603
270;3280;1.4461;18;3.4259;135;1;24.2963;41769831;117882
280;3442;1.4453;18;3.4321;137;1;24.5857;46662516;61437
290;4133;1.4686;19;3.6138;156;1;28.5034;64142480;52989
300;4376;1.4699;19;3.63;165;1;29.1733;69263634;52605
310;4539;1.4679;19;3.6129;166;1;29.2839;73713205;77564
320;5117;1.4806;19;3.6906;183;1;31.9813;102943369;63357
330;5720;1.4919;24;3.7758;207;1;34.6667;140893356;96380
340;5922;1.4902;24;3.7706;209;1;34.8353;157298941;77180
350;6286;1.493;24;3.8143;212;1;35.92;175561458;72188
360;6505;1.4917;24;3.7944;213;1;36.1389;205445542;39550
370;7085;1.4992;24;3.8919;216;1;38.2973;242528501;44158
380;7313;1.4978;24;3.8789;218;1;38.4895;260400509;38782
390;7709;1.5002;24;3.9103;220;1;39.5333;284471506;46462
400;8102;1.5021;24;3.94;222;1;40.51;300498870;47614
410;8792;1.5095;24;3.9976;227;1;42.8878;338666958;47230
420;9041;1.5081;24;3.9833;228;1;43.0524;351038823;52606
430;9482;1.5101;29;4.0349;230;1;44.1023;387009388;52222
440;9875;1.5111;29;4.0614;232;1;44.8864;437188784;52221
450;9894;1.5059;29;4.0089;232;1;43.9733;437334696;31487
460;10302;1.5071;29;4.0196;265;1;44.7913;463432344;56829
470;10546;1.5056;29;4.0;266;1;44.8766;476199326;68348
480;10990;1.5071;29;4.0208;268;1;45.7917;510708460;63357
490;11938;1.5155;29;4.1306;273;1;48.7265;577383677;63741
500;12454;1.5174;29;4.148;286;1;49.816;635813671;64508
510;12716;1.5159;29;4.1333;287;1;49.8667;663437643;72188
520;13071;1.5156;29;4.1385;314;1;50.2731;685898992;74876
530;13758;1.5191;29;4.2075;317;1;51.917;787504569;89852
540;14144;1.519;29;4.2222;319;1;52.3852;814484989;55677
550;14456;1.5181;29;4.2;320;1;52.5673;834245415;53374
560;14478;1.514;29;4.1571;320;1;51.7071;834422430;37246
570;14525;1.5103;29;4.1386;320;1;50.9649;834882823;37630
580;15127;1.5125;29;4.1397;322;1;52.1621;905825604;68733
590;15999;1.5173;29;4.1814;325;1;54.2339;999093420;69116
600;16898;1.5218;29;4.2283;328;1;56.3267;1085150842;65661
610;16913;1.518;29;4.182;329;1;55.4525;1085294835;49917
620;17526;1.5197;29;4.2226;331;1;56.5355;1166432693;124794
630;17793;1.5183;29;4.2111;332;1;56.4857;1197736354;80636
640;18038;1.5167;29;4.2156;334;1;56.3688;1219059583;76029
650;18420;1.5163;29;4.2169;335;1;56.6769;1250660445;111355
660;19019;1.5177;29;4.2364;364;1;57.6333;1324830201;67197
670;19636;1.5191;34;4.2866;366;1;58.6149;1397624538;96763
680;20044;1.5188;34;4.2956;367;1;58.9529;1428976581;66429
690;20707;1.5204;34;4.3275;369;1;60.0203;1491950222;74492
700;21072;1.5197;34;4.3343;371;1;60.2057;1521988666;79868
710;21430;1.519;34;4.3169;372;1;60.3662;1554490348;74492
720;21776;1.5182;34;4.3236;373;1;60.4889;1583806525;82939
730;22441;1.5196;34;4.3493;375;1;61.4822;1669847436;81020
740;23488;1.5234;34;4.3986;378;1;63.4811;1805064401;82171
750;24292;1.5253;34;4.42;405;1;64.7787;1912776811;85628
760;24677;1.5247;34;4.4118;406;1;64.9395;1955249326;79868
770;25381;1.5259;34;4.4455;408;1;65.9247;2035215274;84860
780;25419;1.5232;34;4.4167;408;1;65.1769;2036045824;64509
790;27065;1.5297;38;4.5051;479;1;68.519;2250886994;121722
800;27440;1.5288;38;4.505;481;1;68.6;2293945848;94843
810;28493;1.5316;38;4.5444;484;1;70.3531;2541120901;85627
820;28970;1.5313;38;4.539;486;1;70.6585;2627751991;168183
830;30329;1.5354;38;4.5855;490;1;73.0819;2947470256;110203
840;30724;1.5346;38;4.5774;491;1;73.1524;3043882875;92924
850;31568;1.5359;38;4.5882;493;1;74.2777;3276181354;92155
860;33597;1.5424;38;4.657;498;1;78.1326;3712719290;91003
870;34881;1.5454;38;4.6828;501;1;80.1862;3985381844;104059
880;35353;1.5447;38;4.6705;502;1;80.3477;4089947531;86396
890;36994;1.5488;38;4.7326;506;1;83.1326;4440888438;100987
900;37044;1.5465;38;4.7078;506;1;82.32;4444860720;118650
910;37484;1.5457;38;4.6945;507;1;82.3824;4602114350;107131
920;37498;1.5433;38;4.6576;507;1;81.5174;4602247975;64125
930;38081;1.5431;38;4.643;542;1;81.8946;4874884802;2639485
940;38964;1.5441;38;4.6489;544;1;82.9021;5119101281;96379
950;39386;1.5432;38;4.6568;545;1;82.9179;5221163029;92539
960;41219;1.5475;38;4.7542;551;1;85.8729;5629044468;119802
970;41289;1.5454;38;4.733;551;1;85.132;5633441818;96763
980;42749;1.5482;38;4.7643;554;1;87.2429;6022836495;101755
990;43806;1.5494;38;4.7667;556;1;88.497;6318719913;97147
1000;44310;1.5488;38;4.75;557;1;88.62;6491384617;100987
Done in 6491384617 ns
Start computing the 2th graph now

Nodes;Edges;Alpha;Max_Dep;Average_Dep;Max_Deg;Min_Deg;Avg_Deg;Graph_Time;Analysis_time;Diameter
10;15;1.1761;4;1.4;5;1;3.0;31102;11904
20;29;1.124;4;1.4;8;1;2.9;48381;4608
30;71;1.2533;6;1.7333;16;1;4.7333;100602;4992
40;133;1.3257;7;1.975;25;1;6.65;198133;6143
50;158;1.2941;7;1.96;26;1;6.32;261106;6912
60;183;1.2724;7;1.95;26;1;6.1;295664;6912
70;211;1.2597;7;1.9714;27;1;6.0286;334830;7679
80;303;1.3039;13;2.2;40;1;7.575;562147;8831
90;369;1.3136;13;2.1778;55;1;8.2;757593;8448
100;422;1.3127;13;2.27;58;1;8.44;881619;9600
110;583;1.3548;14;2.6182;64;1;10.6;1479094;13439
120;751;1.3831;14;2.75;79;1;12.5167;2266639;13439
130;1009;1.421;23;3.0692;84;1;15.5231;3822146;16127
140;1054;1.4085;23;3.0429;84;1;15.0571;3989178;13055
150;1143;1.4053;23;3.08;87;1;15.24;4452259;14975
160;1390;1.426;23;3.2625;90;1;17.375;6724658;28031
